ticker,exchange_cd,date,sentiment,sentiment_high,sentiment_low,news_volume,news_buzz,name
AAPL,US,2013.10.26,2.24,3.796,0.684,25,3,APPLE INC
AAPL,US,2013.10.27,1.25,2.449,0.051,8,3,APPLE INC
AAPL,US,2013.10.28,0.873,3.048,-2.302,142,10,APPLE INC
AAPL,US,2013.10.29,0.226,2.307,-2.856,164,9,APPLE INC
AAPL,US,2013.10.30,0.635,2.857,-2.587,85,5,APPLE INC
AAPL,US,2013.10.31,0.395,2.669,-2.878,43,2,APPLE INC
AAPL,US,2013.11.1,0.481,2.674,-2.711,54,3,APPLE INC
AAPL,US,2013.11.2,2.182,3.878,0.486,11,2,APPLE INC
AAPL,US,2013.11.3,1,3.049,-2.049,10,2,APPLE INC
AAPL,US,2013.11.4,0.75,3.006,-2.506,40,3,APPLE INC
AAPL,US,2013.11.5,0.375,2.504,-2.754,120,7,APPLE INC
AAPL,US,2013.11.6,0.97,3.259,-2.32,99,8,APPLE INC
AAPL,US,2013.11.7,0.792,3.135,-2.55,53,4,APPLE INC
AAPL,US,2013.11.8,0.34,2.364,-2.684,47,3,APPLE INC
AAPL,US,2013.11.9,-1.312,1.257,-2.882,16,3,APPLE INC
AAPL,US,2013.11.10,2.087,4.17,0.004,23,4,APPLE INC
AAPL,US,2013.11.11,1.58,3.448,-1.288,69,9,APPLE INC
AAPL,US,2013.11.12,0.794,2.798,-2.21,68,5,APPLE INC
AAPL,US,2013.11.13,0.289,2.471,-2.893,83,8,APPLE INC
AAPL,US,2013.11.14,0.554,2.897,-2.789,74,8,APPLE INC
AAPL,US,2013.11.15,0.4,2.639,-2.839,80,9,APPLE INC
AAPL,US,2013.11.16,-1.333,1.366,-3.033,12,6,APPLE INC
AAPL,US,2013.11.17,1.167,2.234,0.099,6,5,APPLE INC
AAPL,US,2013.11.18,0.513,2.287,-2.262,80,10,APPLE INC
AAPL,US,2013.11.19,0.449,2.675,-2.778,107,10,APPLE INC
AAPL,US,2013.11.20,0.424,2.622,-2.774,92,8,APPLE INC
AAPL,US,2013.11.21,0.32,2.128,-2.488,97,9,APPLE INC
AAPL,US,2013.11.22,0.5,2.511,-2.511,68,6,APPLE INC
AAPL,US,2013.11.23,0.909,2.93,-2.111,11,4,APPLE INC
AAPL,US,2013.11.24,1.667,3.415,-1.081,12,4,APPLE INC
AAPL,US,2013.11.25,0.855,2.635,-1.925,69,8,APPLE INC
AAPL,US,2013.11.26,0.051,2.338,-3.235,78,7,APPLE INC
AAPL,US,2013.11.27,1.322,3.359,-1.715,59,6,APPLE INC
AAPL,US,2013.11.28,-1.276,1.362,-2.914,29,2,APPLE INC
AAPL,US,2013.11.29,1.263,3.436,-1.909,57,7,APPLE INC
AAPL,US,2013.11.30,1.75,4.135,-1.635,4,4,APPLE INC
AAPL,US,2013.12.1,0.571,2.953,-2.81,7,3,APPLE INC
AAPL,US,2013.12.2,1.022,3.049,-2.005,46,7,APPLE INC
AAPL,US,2013.12.3,0.526,2.605,-2.552,114,10,APPLE INC
AAPL,US,2013.12.4,1.725,3.788,-1.339,69,6,APPLE INC
AAPL,US,2013.12.5,0.75,2.967,-2.467,124,10,APPLE INC
AAPL,US,2013.12.6,1.129,3.601,-2.343,62,5,APPLE INC
AAPL,US,2013.12.7,0.583,2.855,-2.688,24,4,APPLE INC
AAPL,US,2013.12.8,-1.6,0.6,-2.8,5,4,APPLE INC
AAPL,US,2013.12.9,1.058,3.628,-2.512,69,7,APPLE INC
AAPL,US,2013.12.10,0.61,3.101,-2.881,59,4,APPLE INC
AAPL,US,2013.12.11,0.85,2.202,-1.502,20,1,APPLE INC
AAPL,US,2013.12.12,0.705,3.026,-2.615,129,10,APPLE INC
AAPL,US,2013.12.13,0.435,2.365,-2.495,46,3,APPLE INC
AAPL,US,2013.12.14,-1.286,1.292,-2.864,7,2,APPLE INC
AAPL,US,2013.12.15,1,2.512,-1.512,7,2,APPLE INC
AAPL,US,2013.12.16,1.058,3.1,-1.984,52,5,APPLE INC
AAPL,US,2013.12.17,0.8,2.912,-2.312,40,3,APPLE INC
AAPL,US,2013.12.18,1.18,3.155,-1.795,89,6,APPLE INC
AAPL,US,2013.12.19,1.469,3.333,-1.394,49,3,APPLE INC
AAPL,US,2013.12.20,0.407,3.007,-3.193,54,6,APPLE INC
AAPL,US,2013.12.21,-1.133,2.084,-3.35,15,4,APPLE INC
AAPL,US,2013.12.22,0.222,2.153,-2.709,18,5,APPLE INC
AAPL,US,2013.12.23,2.022,4.171,-1.127,181,10,APPLE INC
AAPL,US,2013.12.24,1.667,3.563,-1.229,51,2,APPLE INC
AAPL,US,2013.12.25,0.1,1.968,-2.768,10,0,APPLE INC
AAPL,US,2013.12.26,1.25,3.081,-1.581,36,1,APPLE INC
AAPL,US,2013.12.27,0.353,2.049,-2.343,34,1,APPLE INC
AAPL,US,2013.12.28,1.19,3.513,-2.132,21,2,APPLE INC
AAPL,US,2013.12.29,0.1,2.072,-2.872,10,2,APPLE INC
AAPL,US,2013.12.30,0.482,2.544,-2.579,56,4,APPLE INC
AAPL,US,2013.12.31,-1.02,2.101,-3.141,50,8,APPLE INC
AAPL,US,2014.1.1,0.438,2.168,-2.293,32,5,APPLE INC
AAPL,US,2014.1.2,-1.113,1.994,-3.219,71,10,APPLE INC
AAPL,US,2014.1.3,0.036,2.515,-3.442,55,7,APPLE INC
AAPL,US,2014.1.4,-1.187,1.441,-2.816,16,6,APPLE INC
AAPL,US,2014.1.5,-1.333,1.23,-2.897,9,6,APPLE INC
AAPL,US,2014.1.6,0.37,2.363,-2.623,92,10,APPLE INC
AAPL,US,2014.1.7,0.197,2.291,-2.898,122,10,APPLE INC
AAPL,US,2014.1.8,0.966,3.408,-2.476,59,4,APPLE INC
AAPL,US,2014.1.9,0.584,2.509,-2.34,89,7,APPLE INC
AAPL,US,2014.1.10,0.818,3.115,-2.479,55,4,APPLE INC
AAPL,US,2014.1.11,0.385,2.288,-2.518,13,3,APPLE INC
AAPL,US,2014.1.12,-1,2.16,-3.16,3,2,APPLE INC
AAPL,US,2014.1.13,0.578,2.55,-2.394,45,5,APPLE INC
AAPL,US,2014.1.14,0.78,2.935,-2.376,59,4,APPLE INC
AAPL,US,2014.1.15,1.404,3.77,-1.962,109,10,APPLE INC
AAPL,US,2014.1.16,0.8,2.921,-2.321,65,5,APPLE INC
AAPL,US,2014.1.17,0.039,2.244,-3.166,51,4,APPLE INC
AAPL,US,2014.1.18,1.333,3.69,-2.024,3,2,APPLE INC
AAPL,US,2014.1.19,3.167,4.38,1.953,6,2,APPLE INC
AAPL,US,2014.1.20,0.607,2.613,-2.399,28,3,APPLE INC
AAPL,US,2014.1.21,0.653,2.825,-2.519,49,4,APPLE INC
AAPL,US,2014.1.22,0.841,2.759,-2.077,88,8,APPLE INC
AAPL,US,2014.1.23,0.359,2.627,-2.909,103,10,APPLE INC
AAPL,US,2014.1.24,0.597,2.748,-2.554,124,10,APPLE INC
AAPL,US,2014.1.25,0.077,1.894,-2.74,26,7,APPLE INC
AAPL,US,2014.1.26,0.85,3.201,-2.501,20,7,APPLE INC
AAPL,US,2014.1.27,0.19,2.176,-2.795,142,10,APPLE INC
AAPL,US,2014.1.28,0.373,2.618,-2.871,276,10,APPLE INC
AAPL,US,2014.1.29,0.653,2.618,-2.311,98,3,APPLE INC
AAPL,US,2014.1.30,0.163,2.115,-2.789,86,3,APPLE INC
AAPL,US,2014.1.31,0.232,2.508,-3.043,56,2,APPLE INC
AAPL,US,2014.2.1,-1.043,1.833,-2.92,23,1,APPLE INC
AAPL,US,2014.2.2,0.917,3.206,-2.373,12,1,APPLE INC
AAPL,US,2014.2.3,0.342,2.333,-2.648,38,2,APPLE INC
AAPL,US,2014.2.4,0.739,2.976,-2.498,138,5,APPLE INC
AAPL,US,2014.2.5,1.204,3.359,-1.951,54,3,APPLE INC
AAPL,US,2014.2.6,0.301,2.438,-2.836,73,5,APPLE INC
AAPL,US,2014.2.7,0.295,2.183,-2.593,149,10,APPLE INC
AAPL,US,2014.2.8,0.3,2.553,-2.953,30,7,APPLE INC
AAPL,US,2014.2.9,1.438,2.608,0.267,16,6,APPLE INC
AAPL,US,2014.2.10,0.914,3.223,-2.395,163,10,APPLE INC
AAPL,US,2014.2.11,0.024,1.969,-2.921,83,5,APPLE INC
AAPL,US,2014.2.12,1,3.11,-2.11,75,4,APPLE INC
AAPL,US,2014.2.13,0.216,2.336,-2.904,74,4,APPLE INC
AAPL,US,2014.2.14,0.271,2.671,-3.128,59,3,APPLE INC
AAPL,US,2014.2.15,0.5,2.913,-2.913,14,2,APPLE INC
AAPL,US,2014.2.16,-1,2.38,-3.38,6,2,APPLE INC
AAPL,US,2014.2.17,1.417,3.778,-1.945,12,1,APPLE INC
AAPL,US,2014.2.18,1.493,3.471,-1.485,71,8,APPLE INC
AAPL,US,2014.2.19,0.25,2.36,-2.86,68,9,APPLE INC
AAPL,US,2014.2.20,1.519,3.949,-1.91,52,7,APPLE INC
AAPL,US,2014.2.21,1.226,3.18,-1.729,62,8,APPLE INC
AAPL,US,2014.2.22,-1.293,1.904,-3.49,58,10,APPLE INC
AAPL,US,2014.2.23,1.327,3.236,-1.582,52,10,APPLE INC
AAPL,US,2014.2.24,1.354,3.368,-1.661,82,10,APPLE INC
AAPL,US,2014.2.25,0.73,3.032,-2.571,89,10,APPLE INC
AAPL,US,2014.2.26,0.163,2.554,-3.228,86,9,APPLE INC
AAPL,US,2014.2.27,0.722,2.816,-2.373,97,10,APPLE INC
AAPL,US,2014.2.28,0.766,2.943,-2.412,64,6,APPLE INC
AAPL,US,2014.3.1,1.042,3.395,-2.312,24,5,APPLE INC
AAPL,US,2014.3.2,0.643,2.592,-2.307,14,6,APPLE INC
AAPL,US,2014.3.3,1.041,3.084,-2.003,74,10,APPLE INC
AAPL,US,2014.3.4,0.226,2.067,-2.615,84,8,APPLE INC
AAPL,US,2014.3.5,0.533,2.81,-2.743,45,4,APPLE INC
AAPL,US,2014.3.6,0.263,2.546,-3.02,57,5,APPLE INC
AAPL,US,2014.3.7,1.106,3.449,-2.237,66,7,APPLE INC
AAPL,US,2014.3.8,1.75,3.827,-1.327,16,5,APPLE INC
AAPL,US,2014.3.9,0.467,1.351,-1.418,15,6,APPLE INC
AAPL,US,2014.3.10,0.952,2.791,-1.886,42,8,APPLE INC
AAPL,US,2014.3.11,1.286,3.076,-1.504,42,5,APPLE INC
AAPL,US,2014.3.12,0.884,3.209,-2.441,43,6,APPLE INC
AAPL,US,2014.3.13,1.268,3.677,-2.141,56,8,APPLE INC
AAPL,US,2014.3.14,0.647,2.921,-2.627,34,5,APPLE INC
AAPL,US,2014.3.15,0.5,2.092,-2.092,14,5,APPLE INC
AAPL,US,2014.3.16,0.267,1.607,-2.073,15,7,APPLE INC
AAPL,US,2014.3.17,0.425,2.373,-2.523,40,10,APPLE INC
AAPL,US,2014.3.18,1.757,4.066,-1.551,103,10,APPLE INC
AAPL,US,2014.3.19,0.197,2.478,-3.083,71,6,APPLE INC
AAPL,US,2014.3.20,0.464,2.724,-2.795,56,5,APPLE INC
AAPL,US,2014.3.21,0.694,3.198,-2.809,36,3,APPLE INC
AAPL,US,2014.3.22,1.667,4.093,-1.76,6,2,APPLE INC
AAPL,US,2014.3.23,1.238,3.418,-1.942,21,3,APPLE INC
AAPL,US,2014.3.24,0.48,2.525,-2.566,123,10,APPLE INC
AAPL,US,2014.3.25,1.635,4.079,-1.809,85,6,APPLE INC
AAPL,US,2014.3.26,0.672,2.579,-2.234,58,4,APPLE INC
AAPL,US,2014.3.27,0.849,2.927,-2.229,53,4,APPLE INC
AAPL,US,2014.3.28,1.1,3.135,-1.935,80,6,APPLE INC
AAPL,US,2014.3.29,0.5,2.839,-2.839,18,4,APPLE INC
AAPL,US,2014.3.30,0.789,2.752,-2.173,19,5,APPLE INC
AAPL,US,2014.3.31,0.917,2.615,-1.782,84,9,APPLE INC
AAPL,US,2014.4.1,0.072,1.699,-2.554,83,9,APPLE INC
AAPL,US,2014.4.2,0.904,2.94,-2.132,104,10,APPLE INC
AAPL,US,2014.4.3,0.767,2.665,-2.131,73,7,APPLE INC
AAPL,US,2014.4.4,1.115,3.374,-2.143,52,5,APPLE INC
AAPL,US,2014.4.5,0.5,2.702,-2.702,10,3,APPLE INC
AAPL,US,2014.4.6,0.25,1.939,-2.439,12,3,APPLE INC
AAPL,US,2014.4.7,0.326,2.592,-2.939,46,6,APPLE INC
AAPL,US,2014.4.8,0.174,2.092,-2.744,86,8,APPLE INC
AAPL,US,2014.4.9,0.543,2.755,-2.668,81,7,APPLE INC
AAPL,US,2014.4.10,0.426,2.506,-2.655,47,5,APPLE INC
AAPL,US,2014.4.11,-1.41,1.467,-3.287,39,4,APPLE INC
AAPL,US,2014.4.12,0.455,2.265,-2.356,33,6,APPLE INC
AAPL,US,2014.4.13,0.571,3.492,-3.349,7,6,APPLE INC
AAPL,US,2014.4.14,1.278,3.394,-1.838,36,8,APPLE INC
AAPL,US,2014.4.15,1.019,2.976,-1.938,53,6,APPLE INC
AAPL,US,2014.4.16,0.982,2.912,-1.949,55,6,APPLE INC
AAPL,US,2014.4.17,1.585,3.522,-1.352,53,9,APPLE INC
AAPL,US,2014.4.18,0.121,1.959,-2.717,33,6,APPLE INC
AAPL,US,2014.4.19,-1.444,1.055,-2.943,9,4,APPLE INC
AAPL,US,2014.4.20,0.857,2.852,-2.138,14,6,APPLE INC
AAPL,US,2014.4.21,1.797,4.268,-1.673,69,10,APPLE INC
AAPL,US,2014.4.22,0.906,2.8,-1.987,64,9,APPLE INC
AAPL,US,2014.4.23,0.032,2.395,-3.331,157,10,APPLE INC
AAPL,US,2014.4.24,1.104,3.646,-2.437,278,10,APPLE INC
AAPL,US,2014.4.25,0.078,2.15,-2.994,154,5,APPLE INC
AAPL,US,2014.4.26,-1.656,1.122,-3.435,32,3,APPLE INC
AAPL,US,2014.4.27,0.6,2.455,-2.255,10,3,APPLE INC
AAPL,US,2014.4.28,0.618,2.838,-2.601,55,3,APPLE INC
AAPL,US,2014.4.29,0.424,2.321,-2.472,139,5,APPLE INC
AAPL,US,2014.4.30,0.5,2.722,-2.722,64,2,APPLE INC
AAPL,US,2014.5.1,1.14,3.123,-1.844,43,1,APPLE INC
AAPL,US,2014.5.2,0.918,2.823,-1.986,49,3,APPLE INC
AAPL,US,2014.5.3,-1.608,1.415,-3.632,97,8,APPLE INC
AAPL,US,2014.5.4,0.471,2.723,-2.782,17,9,APPLE INC
AAPL,US,2014.5.5,0.838,2.797,-2.121,74,10,APPLE INC
AAPL,US,2014.5.6,0.855,3.281,-2.572,110,7,APPLE INC
AAPL,US,2014.5.7,0.25,2.25,-2.75,32,2,APPLE INC
AAPL,US,2014.5.8,1.303,3.37,-1.764,33,3,APPLE INC
AAPL,US,2014.5.9,0.316,1.986,-2.354,171,10,APPLE INC
AAPL,US,2014.5.10,0.821,2.615,-1.972,28,6,APPLE INC
AAPL,US,2014.5.11,0.313,2.366,-2.741,16,5,APPLE INC
AAPL,US,2014.5.12,1.027,3.14,-2.086,73,6,APPLE INC
AAPL,US,2014.5.13,0.635,2.481,-2.211,63,3,APPLE INC
AAPL,US,2014.5.14,0.121,2.197,-2.956,58,3,APPLE INC
AAPL,US,2014.5.15,0.789,2.584,-2.005,38,2,APPLE INC
AAPL,US,2014.5.16,0.283,2.12,-2.553,53,3,APPLE INC
AAPL,US,2014.5.17,-2.288,0.436,-4.013,52,10,APPLE INC
AAPL,US,2014.5.18,-1.769,1.035,-3.573,13,10,APPLE INC
AAPL,US,2014.5.19,1.857,3.888,-1.173,49,10,APPLE INC
AAPL,US,2014.5.20,0.961,2.911,-1.989,51,8,APPLE INC
AAPL,US,2014.5.21,1.857,4.053,-1.339,63,10,APPLE INC
AAPL,US,2014.5.22,1.18,3.561,-2.201,50,7,APPLE INC
AAPL,US,2014.5.23,1.017,3.364,-2.33,59,9,APPLE INC
AAPL,US,2014.5.24,0.68,2.714,-2.354,25,8,APPLE INC
AAPL,US,2014.5.25,2.571,4.162,0.981,7,8,APPLE INC
AAPL,US,2014.5.26,0.714,2.694,-2.265,21,8,APPLE INC
AAPL,US,2014.5.27,1.741,3.78,-1.298,58,9,APPLE INC
AAPL,US,2014.5.28,1.269,3.337,-1.798,104,10,APPLE INC
AAPL,US,2014.5.29,0,0,0,0,0,APPLE INC
AAPL,US,2014.5.30,1.414,3.892,-2.064,58,5,APPLE INC
AAPL,US,2014.5.31,0.76,2.992,-2.472,25,5,APPLE INC
AAPL,US,2014.6.1,0.529,2.533,-2.474,17,5,APPLE INC
AAPL,US,2014.6.2,0.449,2.171,-2.274,136,10,APPLE INC
AAPL,US,2014.6.3,1.286,3.186,-1.614,91,6,APPLE INC
AAPL,US,2014.6.4,0.155,2.546,-3.236,58,4,APPLE INC
AAPL,US,2014.6.5,0.433,2.272,-2.405,60,4,APPLE INC
AAPL,US,2014.6.6,0.821,2.74,-2.098,56,4,APPLE INC
AAPL,US,2014.6.7,1.125,2.178,0.072,24,3,APPLE INC
AAPL,US,2014.6.8,0.25,1.612,-2.112,12,4,APPLE INC
AAPL,US,2014.6.9,0.4,2.465,-2.665,90,9,APPLE INC
AAPL,US,2014.6.10,0.403,2.373,-2.567,67,7,APPLE INC
AAPL,US,2014.6.11,0.563,2.754,-2.627,87,9,APPLE INC
AAPL,US,2014.6.12,1.592,3.553,-1.369,76,8,APPLE INC
AAPL,US,2014.6.13,1.039,2.938,-1.86,51,5,APPLE INC
AAPL,US,2014.6.14,0.917,2.573,-1.74,12,4,APPLE INC
AAPL,US,2014.6.15,1.364,3.33,-1.603,11,4,APPLE INC
AAPL,US,2014.6.16,0.188,2.373,-2.998,48,7,APPLE INC
AAPL,US,2014.6.17,0.915,3.431,-2.602,94,10,APPLE INC
AAPL,US,2014.6.18,0.877,3.033,-2.28,81,8,APPLE INC
AAPL,US,2014.6.19,0.654,2.783,-2.475,52,5,APPLE INC
AAPL,US,2014.6.20,0.118,2,-2.765,68,7,APPLE INC
AAPL,US,2014.6.21,1.214,2.781,-1.352,14,5,APPLE INC
AAPL,US,2014.6.22,1.333,4.082,-2.415,12,5,APPLE INC
AAPL,US,2014.6.23,1.211,3.518,-2.097,57,8,APPLE INC
AAPL,US,2014.6.24,1.045,3.116,-2.025,66,7,APPLE INC
AAPL,US,2014.6.25,1.11,3.154,-1.935,73,9,APPLE INC
AAPL,US,2014.6.26,0.707,2.698,-2.283,41,5,APPLE INC
AAPL,US,2014.6.27,1.038,3.177,-2.101,26,3,APPLE INC
AAPL,US,2014.6.28,-1.1,1.275,-2.475,10,3,APPLE INC
AAPL,US,2014.6.29,-1,1,-2,2,2,APPLE INC
AAPL,US,2014.6.30,2.147,4.475,-1.181,34,6,APPLE INC
AAPL,US,2014.7.1,1.326,3.511,-1.86,43,5,APPLE INC
AAPL,US,2014.7.2,1,2.835,-1.835,60,8,APPLE INC
AAPL,US,2014.7.3,-1.103,1.741,-2.948,29,4,APPLE INC
AAPL,US,2014.7.4,-1.343,1.508,-3.194,35,5,APPLE INC
AAPL,US,2014.7.5,1.833,3.826,-1.16,12,5,APPLE INC
AAPL,US,2014.7.6,-1.524,1.628,-3.676,21,7,APPLE INC
AAPL,US,2014.7.7,0.38,3.07,-3.31,50,10,APPLE INC
AAPL,US,2014.7.8,-1.033,2.279,-3.344,61,10,APPLE INC
AAPL,US,2014.7.9,-1.295,1.658,-3.248,61,10,APPLE INC
AAPL,US,2014.7.10,0.283,2.444,-2.878,60,9,APPLE INC
AAPL,US,2014.7.11,0.028,2.431,-3.375,71,10,APPLE INC
AAPL,US,2014.7.12,-1,1.809,-2.809,22,8,APPLE INC
AAPL,US,2014.7.13,-1.75,2.322,-4.822,8,7,APPLE INC
AAPL,US,2014.7.14,0.875,3.276,-2.526,64,10,APPLE INC
AAPL,US,2014.7.15,1.098,3.42,-2.224,92,10,APPLE INC
AAPL,US,2014.7.16,0.59,2.793,-2.613,183,10,APPLE INC
AAPL,US,2014.7.17,-1.241,1.636,-3.118,112,6,APPLE INC
AAPL,US,2014.7.18,0.138,2.331,-3.055,58,3,APPLE INC
AAPL,US,2014.7.19,-1.375,1.683,-3.433,16,2,APPLE INC
AAPL,US,2014.7.20,0.917,2.763,-1.93,12,2,APPLE INC
AAPL,US,2014.7.21,1.16,3.387,-2.067,75,5,APPLE INC
AAPL,US,2014.7.22,1.416,3.308,-1.476,166,9,APPLE INC
AAPL,US,2014.7.23,1.675,3.961,-1.612,206,10,APPLE INC
AAPL,US,2014.7.24,1.374,3.72,-1.973,99,4,APPLE INC
AAPL,US,2014.7.25,-1.586,1.536,-3.707,70,3,APPLE INC
AAPL,US,2014.7.26,0.742,2.328,-1.844,31,3,APPLE INC
AAPL,US,2014.7.27,1.789,3.725,-1.146,19,3,APPLE INC
AAPL,US,2014.7.28,0.987,3.277,-2.303,78,6,APPLE INC
AAPL,US,2014.7.29,0.444,2.622,-2.733,81,3,APPLE INC
AAPL,US,2014.7.30,0.028,2.55,-3.494,36,1,APPLE INC
AAPL,US,2014.7.31,0.337,2.613,-2.94,98,9,APPLE INC
AAPL,US,2014.8.1,-1.157,1.767,-3.081,51,5,APPLE INC
AAPL,US,2014.8.2,-1.571,1.064,-3.207,14,4,APPLE INC
AAPL,US,2014.8.3,1.75,3.049,0.451,4,3,APPLE INC
AAPL,US,2014.8.4,0.278,2.779,-3.223,36,5,APPLE INC
AAPL,US,2014.8.5,0.682,2.575,-2.21,85,8,APPLE INC
AAPL,US,2014.8.6,-1.77,0.878,-3.418,126,10,APPLE INC
AAPL,US,2014.8.7,0.114,2.28,-3.052,44,3,APPLE INC
AAPL,US,2014.8.8,-1.458,1.716,-3.631,59,4,APPLE INC
AAPL,US,2014.8.9,-2.19,0.372,-3.752,21,4,APPLE INC
AAPL,US,2014.8.10,-1.2,2.115,-3.515,5,3,APPLE INC
AAPL,US,2014.8.11,0.311,2.54,-2.918,45,5,APPLE INC
AAPL,US,2014.8.12,0.676,2.771,-2.419,71,5,APPLE INC
AAPL,US,2014.8.13,1.324,3.334,-1.687,34,2,APPLE INC
AAPL,US,2014.8.14,0.121,2.147,-2.906,58,8,APPLE INC
AAPL,US,2014.8.15,0.759,2.658,-2.14,83,10,APPLE INC
AAPL,US,2014.8.16,-1.846,1.297,-3.989,13,6,APPLE INC
AAPL,US,2014.8.17,-3,-2,-4,2,5,APPLE INC
AAPL,US,2014.8.18,1.327,3.3,-1.647,49,7,APPLE INC
AAPL,US,2014.8.19,2.333,4.227,0.439,63,7,APPLE INC
AAPL,US,2014.8.20,0.768,2.758,-2.221,82,9,APPLE INC
AAPL,US,2014.8.21,1.065,3.353,-2.223,46,5,APPLE INC
AAPL,US,2014.8.22,0.323,2.579,-2.933,62,7,APPLE INC
AAPL,US,2014.8.23,0.286,2.567,-2.996,14,5,APPLE INC
AAPL,US,2014.8.24,-1.437,1.181,-3.056,16,6,APPLE INC
AAPL,US,2014.8.25,1.105,3.303,-2.093,38,8,APPLE INC
AAPL,US,2014.8.26,1,3.086,-2.086,68,8,APPLE INC
AAPL,US,2014.8.27,0.075,1.811,-2.66,53,6,APPLE INC
AAPL,US,2014.8.28,0.095,2.341,-3.152,148,10,APPLE INC
AAPL,US,2014.8.29,0.815,3.032,-2.402,81,5,APPLE INC
AAPL,US,2014.8.30,1,2.461,-1.461,15,3,APPLE INC
AAPL,US,2014.8.31,3.235,5.099,1.371,17,3,APPLE INC
AAPL,US,2014.9.1,0.531,2.608,-2.545,32,4,APPLE INC
AAPL,US,2014.9.2,-1.073,2.309,-3.454,96,6,APPLE INC
AAPL,US,2014.9.3,-1.247,2.094,-3.587,150,10,APPLE INC
AAPL,US,2014.9.4,0.288,2.316,-2.741,153,10,APPLE INC
AAPL,US,2014.9.5,0.297,2.322,-2.728,111,7,APPLE INC
AAPL,US,2014.9.6,1.138,3.541,-2.265,29,5,APPLE INC
AAPL,US,2014.9.7,2.909,5.123,0.695,22,5,APPLE INC
AAPL,US,2014.9.8,1.679,3.982,-1.624,81,8,APPLE INC
AAPL,US,2014.9.9,0.978,2.891,-1.935,226,10,APPLE INC
AAPL,US,2014.9.10,0.473,2.66,-2.715,292,10,APPLE INC
AAPL,US,2014.9.11,0.619,2.948,-2.71,126,4,APPLE INC
AAPL,US,2014.9.12,0.692,2.75,-2.366,91,3,APPLE INC
AAPL,US,2014.9.13,0.4,2.228,-2.428,20,2,APPLE INC
AAPL,US,2014.9.14,1.75,3.837,-1.337,12,2,APPLE INC
AAPL,US,2014.9.15,0.612,2.569,-2.345,98,4,APPLE INC
AAPL,US,2014.9.16,0,0,0,0,0,APPLE INC
AAPL,US,2014.9.17,1.269,3.511,-1.972,104,3,APPLE INC
AAPL,US,2014.9.18,0.205,2.206,-2.797,127,10,APPLE INC
AAPL,US,2014.9.19,0.946,2.748,-1.856,92,7,APPLE INC
AAPL,US,2014.9.20,0.605,2.405,-2.194,38,6,APPLE INC
AAPL,US,2014.9.21,0.917,2.956,-2.123,24,7,APPLE INC
AAPL,US,2014.9.22,0.592,2.464,-2.28,125,10,APPLE INC
AAPL,US,2014.9.23,0.342,2.372,-2.689,79,6,APPLE INC
AAPL,US,2014.9.24,0.483,2.581,-2.614,120,9,APPLE INC
AAPL,US,2014.9.25,-1.528,1.302,-3.358,142,10,APPLE INC
AAPL,US,2014.9.26,-1.255,1.747,-3.257,153,10,APPLE INC
AAPL,US,2014.9.27,-2.286,0.694,-4.265,7,5,APPLE INC
AAPL,US,2014.9.28,-1.333,2.227,-3.894,18,4,APPLE INC
AAPL,US,2014.9.29,0.257,2.212,-2.697,70,6,APPLE INC
AAPL,US,2014.9.30,0.464,2.634,-2.705,140,9,APPLE INC
AAPL,US,2014.10.1,0.563,2.881,-2.755,71,4,APPLE INC
AAPL,US,2014.10.2,0.188,2.539,-3.164,80,5,APPLE INC
AAPL,US,2014.10.3,0.889,2.952,-2.174,63,4,APPLE INC
AAPL,US,2014.10.4,1.095,3.209,-2.018,21,3,APPLE INC
AAPL,US,2014.10.5,-1.533,1.885,-3.952,15,4,APPLE INC
AAPL,US,2014.10.6,0.167,2.371,-3.038,72,7,APPLE INC
AAPL,US,2014.10.7,-1.149,1.739,-3.037,114,8,APPLE INC
AAPL,US,2014.10.8,0.207,2.06,-2.645,82,7,APPLE INC
AAPL,US,2014.10.9,0.311,2.282,-2.661,177,10,APPLE INC
AAPL,US,2014.10.10,-1.317,1.978,-3.612,82,4,APPLE INC
AAPL,US,2014.10.11,0.7,3.44,-3.04,20,3,APPLE INC
AAPL,US,2014.10.12,0.615,3.404,-3.173,13,3,APPLE INC
AAPL,US,2014.10.13,1.714,4.176,-1.748,14,2,APPLE INC
AAPL,US,2014.10.14,1.256,3.449,-1.936,39,2,APPLE INC
AAPL,US,2014.10.15,0.208,2.344,-2.928,101,5,APPLE INC
AAPL,US,2014.10.16,1.219,3.303,-1.865,151,8,APPLE INC
AAPL,US,2014.10.17,0.675,2.974,-2.623,77,5,APPLE INC
AAPL,US,2014.10.18,0.684,2.242,-1.874,19,3,APPLE INC
AAPL,US,2014.10.19,1.071,2.605,-1.462,14,3,APPLE INC
AAPL,US,2014.10.20,0.514,2.397,-2.369,105,9,APPLE INC
AAPL,US,2014.10.21,1.825,3.806,-1.156,217,10,APPLE INC
AAPL,US,2014.10.22,1.92,4.212,-1.372,100,4,APPLE INC
AAPL,US,2014.10.23,0.797,2.627,-2.033,69,3,APPLE INC
AAPL,US,2014.10.24,0.4,2.343,-2.543,60,2,APPLE INC
AAPL,US,2014.10.25,0.739,2.586,-2.108,23,2,APPLE INC
AAPL,US,2014.10.26,0.737,2.479,-2.006,19,2,APPLE INC
AAPL,US,2014.10.27,0.649,2.624,-2.327,37,3,APPLE INC
